mu,min,śr,std,max
1,"687032,32","26599976142,60","22310329130,83","76390063130,66"
2,"1897,24","8666,56","7817,48","33890,06"
4,"2349,85","23394,05","6331,87","30667,36"
8,"2713,80","6176,24","4821,01","19749,04"
16,"3794,54","9393,45","6050,65","29780,42"
32,"9470,83","15674,28","2693,09","20917,29"
64,"4805,25","25745,70","5663,67","30681,26"
