mu,min,śr,std,max
1,"89711479339,92","93926729028289680,00","203295648613590240,00","1115382304794367872,00"
2,"1367,20","311256,14","410204,81","1769873,69"
4,"375,62","12759,53","13505,86","56735,14"
8,"1567,64","9283,07","4579,43","24755,32"
16,"268,56","1369,93","2327,99","11875,51"
32,"18496,69","2883388,67","3442435,75","14938662,99"
64,"4007379,06","153547568,47","89540378,04","360991233,14"
